Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A
19/04/2025,17:30,Union Berlin,Stuttgart,4,4,D,4.0,4.0,D,12.0,13.0,5.0,6.0,8.0,9.0,3.0,5.0,0.0,2.0,0.0,0.0,2.8,3.4,2.45
20/04/2025,14:30,Augsburg,Ein Frankfurt,0,0,D,0.0,0.0,D,13.0,8.0,2.0,5.0,6.0,8.0,3.0,9.0,2.0,1.0,0.0,0.0,2.55,3.3,2.75
20/04/2025,16:30,Dortmund,M'gladbach,3,2,H,3.0,1.0,H,14.0,6.0,6.0,3.0,13.0,10.0,6.0,2.0,1.0,2.0,0.0,0.0,1.42,5.25,6.5
20/04/2025,18:30,St Pauli,Leverkusen,1,1,D,0.0,1.0,A,10.0,6.0,5.0,4.0,12.0,12.0,4.0,4.0,1.0,4.0,0.0,0.0,5.25,3.8,1.67
25/04/2025,19:30,Stuttgart,Heidenheim,0,1,A,0.0,0.0,D,19.0,6.0,3.0,2.0,14.0,16.0,6.0,5.0,0.0,4.0,0.0,0.0,1.48,5.0,5.75
26/04/2025,14:30,Bayern Munich,Mainz,3,0,H,2.0,0.0,H,14.0,8.0,6.0,3.0,13.0,17.0,4.0,4.0,2.0,2.0,0.0,0.0,1.22,7.0,11.0
26/04/2025,14:30,Hoffenheim,Dortmund,2,3,A,0.0,1.0,A,11.0,16.0,3.0,8.0,17.0,9.0,2.0,5.0,5.0,1.0,0.0,0.0,4.1,4.33,1.73
26/04/2025,14:30,Holstein Kiel,M'gladbach,4,3,H,2.0,0.0,H,22.0,16.0,11.0,7.0,13.0,11.0,7.0,8.0,2.0,1.0,0.0,0.0,3.1,3.8,2.15
26/04/2025,14:30,Leverkusen,Augsburg,2,0,H,2.0,0.0,H,14.0,11.0,5.0,2.0,10.0,10.0,3.0,7.0,0.0,1.0,0.0,0.0,1.36,5.0,8.5
26/04/2025,14:30,Wolfsburg,Freiburg,0,1,A,0.0,0.0,D,8.0,15.0,1.0,2.0,6.0,9.0,3.0,2.0,3.0,1.0,1.0,0.0,2.35,3.5,2.88
26/04/2025,17:30,Ein Frankfurt,RB Leipzig,4,0,H,1.0,0.0,H,9.0,7.0,6.0,3.0,10.0,13.0,8.0,4.0,1.0,2.0,0.0,1.0,2.15,3.8,3.0
27/04/2025,14:30,Bochum,Union Berlin,1,1,D,0.0,1.0,A,10.0,5.0,4.0,1.0,11.0,9.0,10.0,4.0,3.0,2.0,0.0,0.0,2.25,3.4,3.1
27/04/2025,16:30,Werder Bremen,St Pauli,0,0,D,0.0,0.0,D,11.0,10.0,2.0,4.0,9.0,16.0,1.0,3.0,2.0,3.0,0.0,1.0,1.85,3.6,4.0
02/05/2025,19:30,Heidenheim,Bochum,0,0,D,0.0,0.0,D,11.0,14.0,3.0,3.0,8.0,14.0,6.0,4.0,0.0,1.0,0.0,0.0,2.25,3.6,3.1
03/05/2025,14:30,M'gladbach,Hoffenheim,4,4,D,2.0,1.0,H,12.0,26.0,7.0,8.0,6.0,8.0,4.0,7.0,0.0,0.0,0.0,0.0,2.1,4.0,3.0
03/05/2025,14:30,RB Leipzig,Bayern Munich,3,3,D,2.0,0.0,H,8.0,20.0,6.0,6.0,9.0,6.0,2.0,7.0,3.0,1.0,0.0,0.0,4.5,4.33,1.62
03/05/2025,14:30,St Pauli,Stuttgart,0,1,A,0.0,0.0,D,6.0,21.0,1.0,8.0,17.0,12.0,4.0,4.0,6.0,3.0,2.0,0.0,2.62,3.5,2.55
03/05/2025,14:30,Union Berlin,Werder Bremen,2,2,D,1.0,2.0,A,17.0,13.0,7.0,6.0,9.0,8.0,5.0,5.0,2.0,3.0,0.0,0.0,2.7,3.4,2.55
03/05/2025,17:30,Dortmund,Wolfsburg,4,0,H,1.0,0.0,H,11.0,11.0,5.0,2.0,13.0,6.0,4.0,3.0,0.0,1.0,0.0,0.0,1.33,5.75,7.5
04/05/2025,14:30,Augsburg,Holstein Kiel,1,3,A,0.0,2.0,A,27.0,7.0,10.0,5.0,4.0,20.0,12.0,0.0,0.0,2.0,0.0,0.0,1.83,3.9,4.0
04/05/2025,16:30,Freiburg,Leverkusen,2,2,D,1.0,0.0,H,8.0,5.0,4.0,2.0,10.0,16.0,4.0,1.0,1.0,2.0,0.0,0.0,3.2,3.4,2.25
04/05/2025,18:30,Mainz,Ein Frankfurt,1,1,D,0.0,1.0,A,12.0,8.0,3.0,2.0,10.0,10.0,8.0,1.0,1.0,0.0,0.0,0.0,2.35,3.5,2.9
09/05/2025,19:30,Wolfsburg,Hoffenheim,2,2,D,1.0,1.0,D,14.0,17.0,5.0,7.0,11.0,10.0,5.0,6.0,0.0,2.0,0.0,0.0,2.2,3.6,2.9
10/05/2025,14:30,Bochum,Mainz,1,4,A,0.0,1.0,A,11.0,22.0,6.0,8.0,9.0,6.0,6.0,6.0,3.0,0.0,0.0,0.0,2.9,3.6,2.3
10/05/2025,14:30,Holstein Kiel,Freiburg,1,2,A,1.0,1.0,D,15.0,9.0,3.0,4.0,9.0,13.0,2.0,5.0,1.0,0.0,0.0,0.0,3.1,3.75,2.15
10/05/2025,14:30,Union Berlin,Heidenheim,0,3,A,0.0,1.0,A,10.0,8.0,1.0,4.0,14.0,7.0,1.0,2.0,2.0,0.0,0.0,0.0,2.25,3.3,3.3
10/05/2025,14:30,Werder Bremen,RB Leipzig,0,0,D,0.0,0.0,D,21.0,16.0,6.0,4.0,6.0,13.0,11.0,4.0,1.0,3.0,0.0,0.0,2.35,3.7,2.8
10/05/2025,17:30,Bayern Munich,M'gladbach,2,0,H,1.0,0.0,H,24.0,16.0,9.0,6.0,3.0,8.0,4.0,9.0,1.0,1.0,0.0,0.0,1.17,9.5,11.0
11/05/2025,14:30,Leverkusen,Dortmund,2,4,A,1.0,2.0,A,19.0,9.0,10.0,5.0,7.0,8.0,12.0,0.0,0.0,2.0,0.0,0.0,2.7,3.9,2.35
11/05/2025,16:30,Ein Frankfurt,St Pauli,2,2,D,1.0,2.0,A,13.0,5.0,5.0,2.0,11.0,12.0,3.0,1.0,2.0,2.0,0.0,0.0,1.53,4.33,5.75
11/05/2025,18:30,Stuttgart,Augsburg,4,0,H,1.0,0.0,H,29.0,7.0,11.0,0.0,9.0,7.0,11.0,2.0,1.0,1.0,0.0,1.0,1.55,4.33,5.75
17/05/2025,14:30,Augsburg,Union Berlin,1,2,A,1.0,0.0,H,19.0,6.0,4.0,4.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,2.1,3.5,3.4
17/05/2025,14:30,Dortmund,Holstein Kiel,3,0,H,1.0,0.0,H,19.0,4.0,6.0,2.0,12.0,6.0,7.0,1.0,3.0,1.0,0.0,1.0,1.09,12.0,19.0
17/05/2025,14:30,Freiburg,Ein Frankfurt,1,3,A,1.0,1.0,D,8.0,11.0,1.0,6.0,13.0,16.0,4.0,7.0,2.0,4.0,0.0,0.0,2.35,3.7,2.8
17/05/2025,14:30,Heidenheim,Werder Bremen,1,4,A,0.0,2.0,A,21.0,13.0,8.0,7.0,11.0,11.0,6.0,4.0,2.0,2.0,0.0,0.0,2.3,3.8,2.75
17/05/2025,14:30,Hoffenheim,Bayern Munich,0,4,A,0.0,1.0,A,6.0,14.0,2.0,5.0,9.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,5.0,5.25,1.5
17/05/2025,14:30,Mainz,Leverkusen,2,2,D,1.0,0.0,H,20.0,7.0,6.0,4.0,14.0,13.0,7.0,3.0,2.0,6.0,0.0,0.0,2.15,3.9,3.0
17/05/2025,14:30,M'gladbach,Wolfsburg,0,1,A,0.0,0.0,D,16.0,17.0,3.0,6.0,6.0,4.0,7.0,10.0,0.0,0.0,0.0,0.0,2.2,4.2,2.8
17/05/2025,14:30,RB Leipzig,Stuttgart,2,3,A,2.0,1.0,H,8.0,15.0,5.0,7.0,9.0,9.0,5.0,8.0,1.0,0.0,0.0,0.0,2.0,4.2,3.2
17/05/2025,14:30,St Pauli,Bochum,0,2,A,0.0,1.0,A,10.0,9.0,2.0,6.0,3.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,1.67,4.2,4.5
