,LocalFavor,VisitFavor,LocalContra,VisitContra,LocalRoja,VisitRoja,LocalAmarilla,VisitAmarilla,LocalCorner,VisitCorner,LocalTiros,VisitTiros,LocalFaltas,VisitFaltas,Resultado,FTG,Corner10,Ambos,UO_0.5,UO_1.5,UO_2.5,UO_3.5,UO_4.5
0,1.1,1.8,1.2,0.9,0.1,0.0,1.7,1.8,5.3,4.7,3.5,4.3,11.5,10.0,0,2,-1,0,1,1,0,0,0
1,1.6,1.5,1.5,1.6,0.1,0.0,1.4,1.5,5.6,5.6,4.3,5.3,10.2,10.7,0,4,-1,1,1,1,1,1,0
2,1.1,0.9,1.5,1.3,0.0,0.1,1.6,2.3,4.3,3.9,3.8,3.3,10.7,11.9,1,2,0,0,1,1,0,0,0
3,1.4,0.6,1.9,2.0,0.1,0.1,2.0,2.0,5.8,4.5,4.2,2.6,12.3,12.5,1,3,0,1,1,1,1,0,0
4,1.9,0.6,0.7,2.3,0.1,0.0,1.5,1.8,8.2,4.1,5.8,2.5,10.9,11.4,1,2,1,0,1,1,0,0,0
5,1.9,0.9,1.3,1.9,0.1,0.0,2.2,2.5,6.2,3.6,6.1,3.3,11.9,12.1,1,5,1,1,1,1,1,1,1
6,0.8,0.9,1.4,1.5,0.1,0.1,1.9,2.1,5.3,4.8,4.7,4.3,9.8,10.6,0,1,1,0,1,0,0,0,0
7,1.2,1.2,1.4,1.5,0.1,0.0,1.4,1.4,3.5,3.7,4.2,3.3,11.0,9.7,0,4,1,1,1,1,1,1,0
8,1.9,1.8,0.5,1.7,0.1,0.0,1.8,1.4,5.9,4.7,6.2,5.1,11.1,11.5,0,3,-1,1,1,1,1,0,0
9,1.4,1.8,1.3,0.8,0.0,0.0,1.0,1.3,5.6,5.4,4.1,5.3,8.6,9.2,0,2,-1,0,1,1,0,0,0
10,1.7,0.9,1.1,1.6,0.0,0.1,1.9,2.2,4.8,3.9,4.6,3.3,10.1,11.1,1,3,1,1,1,1,1,0,0
11,2.8,1.5,1.3,2.2,0.0,0.0,0.9,1.6,7.0,3.6,6.5,3.8,9.6,10.6,1,6,-1,1,1,1,1,1,1
12,1.9,1.7,1.1,1.0,0.0,0.0,1.7,1.5,7.5,6.1,7.1,4.6,10.9,10.4,0,0,0,0,0,0,0,0,0
13,3.2,0.9,0.9,2.3,0.1,0.0,1.0,2.0,7.3,3.3,6.2,3.2,9.1,9.9,1,4,1,0,1,1,1,1,0
14,1.0,1.2,1.9,2.2,0.0,0.1,1.4,2.4,4.6,4.7,4.2,3.4,10.5,11.7,0,4,-1,1,1,1,1,1,0
15,1.0,1.3,1.1,1.3,0.2,0.0,2.4,2.8,5.3,4.2,3.9,3.6,11.9,11.5,0,0,-1,0,0,0,0,0,0
16,1.8,1.2,0.9,1.7,0.1,0.0,1.5,2.3,4.9,4.3,5.2,5.1,8.9,11.2,1,4,0,0,1,1,1,1,0
17,1.4,0.8,1.3,1.6,0.0,0.0,2.6,1.3,2.6,5.3,3.7,3.6,12.0,10.4,1,1,1,0,1,0,0,0,0
18,1.1,1.7,1.0,2.0,0.1,0.1,2.0,1.8,6.2,4.5,4.1,4.5,10.3,10.3,0,4,1,1,1,1,1,1,0
19,2.4,1.0,0.9,1.4,0.1,0.1,1.5,2.4,6.8,4.5,5.9,3.6,10.6,12.0,0,2,-1,1,1,1,0,0,0
20,1.9,0.6,1.3,2.0,0.1,0.1,2.2,2.0,6.2,4.5,6.1,2.6,11.9,12.5,1,1,1,0,1,0,0,0,0
21,1.1,0.9,1.2,1.3,0.1,0.1,1.7,2.3,5.3,3.9,3.5,3.3,11.5,11.9,1,4,-1,1,1,1,1,1,0
22,0.8,0.6,1.4,2.3,0.1,0.0,1.9,1.8,5.3,4.1,4.7,2.5,9.8,11.4,0,2,-1,1,1,1,0,0,0
23,1.6,1.2,1.5,1.5,0.1,0.0,1.4,1.4,5.6,3.7,4.3,3.3,10.2,9.7,1,5,-1,1,1,1,1,1,1
24,1.2,0.9,1.4,1.9,0.1,0.0,1.4,2.5,3.5,3.6,4.2,3.3,11.0,12.1,0,3,-1,1,1,1,1,0,0
25,1.1,1.8,1.5,0.9,0.0,0.0,1.6,1.8,4.3,4.7,3.8,4.3,10.7,10.0,0,3,-1,0,1,1,1,0,0
26,1.4,0.9,1.9,1.5,0.1,0.1,2.0,2.1,5.8,4.8,4.2,4.3,12.3,10.6,1,3,0,0,1,1,1,0,0
27,1.4,1.8,1.3,1.7,0.0,0.0,1.0,1.4,5.6,4.7,4.1,5.1,8.6,11.5,0,2,-1,0,1,1,0,0,0
28,1.9,1.8,0.7,0.8,0.1,0.0,1.5,1.3,8.2,5.4,5.8,5.3,10.9,9.2,0,6,0,1,1,1,1,1,1
29,1.9,1.5,0.5,1.6,0.1,0.0,1.8,1.5,5.9,5.6,6.2,5.3,11.1,10.7,1,3,1,1,1,1,1,0,0
30,1.0,1.2,1.9,1.7,0.0,0.0,1.4,2.3,4.6,4.3,4.2,5.1,10.5,11.2,0,1,-1,0,1,0,0,0,0
31,1.8,0.9,0.9,1.6,0.1,0.1,1.5,2.2,4.9,3.9,5.2,3.3,8.9,11.1,0,2,1,1,1,1,0,0,0
32,1.9,1.2,1.1,2.2,0.0,0.1,1.7,2.4,7.5,4.7,7.1,3.4,10.9,11.7,1,1,-1,0,1,0,0,0,0
33,1.1,1.5,1.0,2.2,0.1,0.0,2.0,1.6,6.2,3.6,4.1,3.8,10.3,10.6,1,3,1,1,1,1,1,0,0
34,2.4,0.9,0.9,2.3,0.1,0.0,1.5,2.0,6.8,3.3,5.9,3.2,10.6,9.9,1,9,-1,0,1,1,1,1,1
35,3.2,1.0,0.9,1.4,0.1,0.1,1.0,2.4,7.3,4.5,6.2,3.6,9.1,12.0,1,6,-1,1,1,1,1,1,1
36,2.8,1.3,1.3,1.3,0.0,0.0,0.9,2.8,7.0,4.2,6.5,3.6,9.6,11.5,1,3,1,1,1,1,1,0,0
37,1.7,0.8,1.1,1.6,0.0,0.0,1.9,1.3,4.8,5.3,4.6,3.6,10.1,10.4,0,1,-1,0,1,0,0,0,0
38,1.0,1.7,1.1,1.0,0.2,0.0,2.4,1.5,5.3,6.1,3.9,4.6,11.9,10.4,0,2,1,1,1,1,0,0,0
39,1.4,1.7,1.3,2.0,0.0,0.1,2.6,1.8,2.6,4.5,3.7,4.5,12.0,10.3,0,2,-1,0,1,1,0,0,0
40,1.1,1.2,1.2,1.5,0.1,0.0,1.7,1.4,5.3,3.7,3.5,3.3,11.5,9.7,0,2,0,1,1,1,0,0,0
41,1.6,1.8,1.5,1.7,0.1,0.0,1.4,1.4,5.6,4.7,4.3,5.1,10.2,11.5,1,3,-1,1,1,1,1,0,0
42,1.0,0.9,1.9,1.5,0.0,0.1,1.4,2.1,4.6,4.8,4.2,4.3,10.5,10.6,1,3,-1,1,1,1,1,0,0
43,1.4,0.9,1.9,1.6,0.1,0.1,2.0,2.2,5.8,3.9,4.2,3.3,12.3,11.1,0,2,1,1,1,1,0,0,0
44,2.8,0.9,1.3,1.3,0.0,0.1,0.9,2.3,7.0,3.9,6.5,3.3,9.6,11.9,1,3,1,1,1,1,1,0,0
45,1.1,0.6,1.5,2.0,0.0,0.1,1.6,2.0,4.3,4.5,3.8,2.6,10.7,12.5,0,0,-1,0,0,0,0,0,0
46,3.2,0.6,0.9,2.3,0.1,0.0,1.0,1.8,7.3,4.1,6.2,2.5,9.1,11.4,1,6,1,0,1,1,1,1,1
47,1.4,1.7,1.3,2.0,0.0,0.1,1.0,1.8,5.6,4.5,4.1,4.5,8.6,10.3,0,2,-1,1,1,1,0,0,0
48,2.4,1.7,0.9,1.0,0.1,0.0,1.5,1.5,6.8,6.1,5.9,4.6,10.6,10.4,1,3,1,1,1,1,1,0,0
49,1.2,1.2,1.4,1.7,0.1,0.0,1.4,2.3,3.5,4.3,4.2,5.1,11.0,11.2,0,1,-1,0,1,0,0,0,0
50,0.8,1.5,1.4,1.6,0.1,0.0,1.9,1.5,5.3,5.6,4.7,5.3,9.8,10.7,0,0,1,0,0,0,0,0,0
51,1.8,1.2,0.9,2.2,0.1,0.1,1.5,2.4,4.9,4.7,5.2,3.4,8.9,11.7,1,7,-1,1,1,1,1,1,1
52,1.1,0.8,1.0,1.6,0.1,0.0,2.0,1.3,6.2,5.3,4.1,3.6,10.3,10.4,1,3,1,1,1,1,1,0,0
53,1.9,1.0,0.7,1.4,0.1,0.1,1.5,2.4,8.2,4.5,5.8,3.6,10.9,12.0,0,0,1,0,0,0,0,0,0
54,1.4,0.9,1.3,2.3,0.0,0.0,2.6,2.0,2.6,3.3,3.7,3.2,12.0,9.9,0,5,0,1,1,1,1,1,1
55,1.9,1.3,1.3,1.3,0.1,0.0,2.2,2.8,6.2,4.2,6.1,3.6,11.9,11.5,1,3,1,1,1,1,1,0,0
56,1.0,0.9,1.1,1.9,0.2,0.0,2.4,2.5,5.3,3.6,3.9,3.3,11.9,12.1,1,1,1,0,1,0,0,0,0
57,1.7,1.8,1.1,0.8,0.0,0.0,1.9,1.3,4.8,5.4,4.6,5.3,10.1,9.2,0,2,-1,1,1,1,0,0,0
58,1.9,1.5,1.1,2.2,0.0,0.0,1.7,1.6,7.5,3.6,7.1,3.8,10.9,10.6,1,7,1,1,1,1,1,1,1
59,1.9,1.8,0.5,0.9,0.1,0.0,1.8,1.8,5.9,4.7,6.2,4.3,11.1,10.0,1,4,-1,1,1,1,1,1,0
60,1.7,0.9,1.1,1.9,0.0,0.0,1.9,2.5,4.8,3.6,4.6,3.3,10.1,12.1,1,1,-1,0,1,0,0,0,0
61,1.4,1.3,1.3,1.3,0.0,0.0,2.6,2.8,2.6,4.2,3.7,3.6,12.0,11.5,0,5,1,1,1,1,1,1,1
62,1.0,1.8,1.1,0.8,0.2,0.0,2.4,1.3,5.3,5.4,3.9,5.3,11.9,9.2,0,3,1,0,1,1,1,0,0
63,1.9,0.9,0.7,2.3,0.1,0.0,1.5,2.0,8.2,3.3,5.8,3.2,10.9,9.9,0,2,-1,1,1,1,0,0,0
64,1.9,1.5,1.3,2.2,0.1,0.0,2.2,1.6,6.2,3.6,6.1,3.8,11.9,10.6,1,8,-1,1,1,1,1,1,1
65,1.8,1.8,0.9,0.9,0.1,0.0,1.5,1.8,4.9,4.7,5.2,4.3,8.9,10.0,0,3,-1,0,1,1,1,0,0
66,0.8,0.8,1.4,1.6,0.1,0.0,1.9,1.3,5.3,5.3,4.7,3.6,9.8,10.4,1,1,1,0,1,0,0,0,0
67,2.8,1.7,1.3,2.0,0.0,0.1,0.9,1.8,7.0,4.5,6.5,4.5,9.6,10.3,1,4,-1,1,1,1,1,1,0
68,1.1,1.2,1.5,1.5,0.0,0.0,1.6,1.4,4.3,3.7,3.8,3.3,10.7,9.7,0,0,1,0,0,0,0,0,0
69,1.1,0.9,1.2,1.5,0.1,0.1,1.7,2.1,5.3,4.8,3.5,4.3,11.5,10.6,0,3,-1,1,1,1,1,0,0
70,1.6,1.7,1.5,1.0,0.1,0.0,1.4,1.5,5.6,6.1,4.3,4.6,10.2,10.4,0,5,-1,1,1,1,1,1,1
71,2.4,1.8,0.9,1.7,0.1,0.0,1.5,1.4,6.8,4.7,5.9,5.1,10.6,11.5,0,6,1,1,1,1,1,1,1
72,1.0,0.9,1.9,1.6,0.0,0.1,1.4,2.2,4.6,3.9,4.2,3.3,10.5,11.1,0,3,1,1,1,1,1,0,0
73,1.4,0.6,1.3,2.0,0.0,0.1,1.0,2.0,5.6,4.5,4.1,2.6,8.6,12.5,1,2,-1,0,1,1,0,0,0
74,3.2,1.2,0.9,1.7,0.1,0.0,1.0,2.3,7.3,4.3,6.2,5.1,9.1,11.2,1,9,-1,1,1,1,1,1,1
75,1.4,0.9,1.9,1.3,0.1,0.1,2.0,2.3,5.8,3.9,4.2,3.3,12.3,11.9,0,0,1,0,0,0,0,0,0
76,1.2,0.6,1.4,2.3,0.1,0.0,1.4,1.8,3.5,4.1,4.2,2.5,11.0,11.4,1,4,1,0,1,1,1,1,0
77,1.1,1.5,1.5,2.2,0.0,0.0,1.6,1.6,4.3,3.6,3.8,3.8,10.7,10.6,1,3,-1,1,1,1,1,0,0
78,1.1,0.6,1.0,2.0,0.1,0.1,2.0,2.0,6.2,4.5,4.1,2.6,10.3,12.5,1,3,-1,0,1,1,1,0,0
79,3.2,0.9,0.9,1.9,0.1,0.0,1.0,2.5,7.3,3.6,6.2,3.3,9.1,12.1,1,4,0,0,1,1,1,1,0
80,1.9,1.2,0.7,1.5,0.1,0.0,1.5,1.4,8.2,3.7,5.8,3.3,10.9,9.7,1,6,1,1,1,1,1,1,1
81,1.9,1.7,1.1,2.0,0.0,0.1,1.7,1.8,7.5,4.5,7.1,4.5,10.9,10.3,0,1,-1,0,1,0,0,0,0
82,1.1,1.2,1.2,2.2,0.1,0.1,1.7,2.4,5.3,4.7,3.5,3.4,11.5,11.7,1,3,-1,1,1,1,1,0,0
83,1.4,1.3,1.3,1.3,0.0,0.0,1.0,2.8,5.6,4.2,4.1,3.6,8.6,11.5,1,4,-1,1,1,1,1,1,0
84,2.8,1.5,1.3,1.6,0.0,0.0,0.9,1.5,7.0,5.6,6.5,5.3,9.6,10.7,1,5,-1,1,1,1,1,1,1
85,0.8,1.2,1.4,1.7,0.1,0.0,1.9,2.3,5.3,4.3,4.7,5.1,9.8,11.2,0,3,-1,1,1,1,1,0,0
86,1.4,0.9,1.3,1.3,0.0,0.1,2.6,2.3,2.6,3.9,3.7,3.3,12.0,11.9,0,2,-1,1,1,1,0,0,0
87,1.8,1.8,0.9,1.7,0.1,0.0,1.5,1.4,4.9,4.7,5.2,5.1,8.9,11.5,1,2,1,0,1,1,0,0,0
88,1.2,1.0,1.4,1.4,0.1,0.1,1.4,2.4,3.5,4.5,4.2,3.6,11.0,12.0,0,0,1,0,0,0,0,0,0
89,1.6,0.9,1.5,2.3,0.1,0.0,1.4,2.0,5.6,3.3,4.3,3.2,10.2,9.9,0,4,1,1,1,1,1,1,0
90,1.0,0.6,1.1,2.3,0.2,0.0,2.4,1.8,5.3,4.1,3.9,2.5,11.9,11.4,1,1,-1,0,1,0,0,0,0
91,1.9,0.9,1.3,1.6,0.1,0.1,2.2,2.2,6.2,3.9,6.1,3.3,11.9,11.1,1,2,-1,0,1,1,0,0,0
92,1.7,0.9,1.1,1.5,0.0,0.1,1.9,2.1,4.8,4.8,4.6,4.3,10.1,10.6,0,2,-1,0,1,1,0,0,0
93,1.4,1.8,1.9,0.9,0.1,0.0,2.0,1.8,5.8,4.7,4.2,4.3,12.3,10.0,0,1,-1,0,1,0,0,0,0
94,1.9,1.7,0.5,1.0,0.1,0.0,1.8,1.5,5.9,6.1,6.2,4.6,11.1,10.4,0,0,-1,0,0,0,0,0,0
95,1.0,0.8,1.9,1.6,0.0,0.0,1.4,1.3,4.6,5.3,4.2,3.6,10.5,10.4,0,2,1,1,1,1,0,0,0
96,2.4,1.8,0.9,0.8,0.1,0.0,1.5,1.3,6.8,5.4,5.9,5.3,10.6,9.2,1,1,1,0,1,0,0,0,0
97,1.9,0.6,1.1,2.3,0.0,0.0,1.7,1.8,7.5,4.1,7.1,2.5,10.9,11.4,0,0,0,0,0,0,0,0,0
98,1.1,0.6,1.2,2.0,0.1,0.1,1.7,2.0,5.3,4.5,3.5,2.6,11.5,12.5,1,3,-1,1,1,1,1,0,0
99,1.1,0.9,1.5,1.9,0.0,0.0,1.6,2.5,4.3,3.6,3.8,3.3,10.7,12.1,0,1,0,0,1,0,0,0,0
100,1.8,0.9,0.9,1.5,0.1,0.1,1.5,2.1,4.9,4.8,5.2,4.3,8.9,10.6,0,0,-1,0,0,0,0,0,0
101,2.4,0.8,0.9,1.6,0.1,0.0,1.5,1.3,6.8,5.3,5.9,3.6,10.6,10.4,1,1,1,0,1,0,0,0,0
102,1.9,0.9,0.7,1.6,0.1,0.1,1.5,2.2,8.2,3.9,5.8,3.3,10.9,11.1,1,1,0,0,1,0,0,0,0
103,1.9,1.7,0.5,2.0,0.1,0.1,1.8,1.8,5.9,4.5,6.2,4.5,11.1,10.3,1,2,1,0,1,1,0,0,0
104,1.6,0.9,1.5,1.3,0.1,0.1,1.4,2.3,5.6,3.9,4.3,3.3,10.2,11.9,1,3,1,0,1,1,1,0,0
105,1.2,1.2,1.4,2.2,0.1,0.1,1.4,2.4,3.5,4.7,4.2,3.4,11.0,11.7,1,2,1,0,1,1,0,0,0
106,1.4,1.5,1.3,1.6,0.0,0.0,2.6,1.5,2.6,5.6,3.7,5.3,12.0,10.7,1,1,1,0,1,0,0,0,0
107,0.8,1.0,1.4,1.4,0.1,0.1,1.9,2.4,5.3,4.5,4.7,3.6,9.8,12.0,1,3,-1,0,1,1,1,0,0
108,3.2,1.8,0.9,1.7,0.1,0.0,1.0,1.4,7.3,4.7,6.2,5.1,9.1,11.5,1,4,0,1,1,1,1,1,0
109,1.1,1.2,1.0,1.7,0.1,0.0,2.0,2.3,6.2,4.3,4.1,5.1,10.3,11.2,0,2,0,1,1,1,0,0,0
110,1.7,1.2,1.1,1.5,0.0,0.0,1.9,1.4,4.8,3.7,4.6,3.3,10.1,9.7,1,4,1,0,1,1,1,1,0
111,1.4,1.3,1.9,1.3,0.1,0.0,2.0,2.8,5.8,4.2,4.2,3.6,12.3,11.5,0,5,-1,1,1,1,1,1,1
112,1.0,1.8,1.9,0.9,0.0,0.0,1.4,1.8,4.6,4.7,4.2,4.3,10.5,10.0,0,2,1,1,1,1,0,0,0
113,1.0,1.5,1.1,2.2,0.2,0.0,2.4,1.6,5.3,3.6,3.9,3.8,11.9,10.6,0,4,1,0,1,1,1,1,0
114,1.9,1.7,1.3,1.0,0.1,0.0,2.2,1.5,6.2,6.1,6.1,4.6,11.9,10.4,0,3,1,1,1,1,1,0,0
115,1.4,0.9,1.3,2.3,0.0,0.0,1.0,2.0,5.6,3.3,4.1,3.2,8.6,9.9,1,2,-1,0,1,1,0,0,0
116,1.2,1.8,1.4,0.8,0.1,0.0,1.4,1.3,3.5,5.4,4.2,5.3,11.0,9.2,0,1,1,0,1,0,0,0,0
117,1.1,1.7,1.5,2.0,0.0,0.1,1.6,1.8,4.3,4.5,3.8,4.5,10.7,10.3,0,5,1,1,1,1,1,1,1
118,1.8,0.6,0.9,2.0,0.1,0.1,1.5,2.0,4.9,4.5,5.2,2.6,8.9,12.5,0,2,-1,1,1,1,0,0,0
119,1.9,0.9,1.1,1.5,0.0,0.1,1.7,2.1,7.5,4.8,7.1,4.3,10.9,10.6,1,5,1,1,1,1,1,1,1
120,1.1,0.9,1.2,1.9,0.1,0.0,1.7,2.5,5.3,3.6,3.5,3.3,11.5,12.1,1,1,1,0,1,0,0,0,0
121,1.9,0.9,0.7,1.3,0.1,0.1,1.5,2.3,8.2,3.9,5.8,3.3,10.9,11.9,1,4,-1,0,1,1,1,1,0
122,1.6,0.9,1.5,1.6,0.1,0.1,1.4,2.2,5.6,3.9,4.3,3.3,10.2,11.1,0,0,1,0,0,0,0,0,0
123,2.4,1.2,0.9,2.2,0.1,0.1,1.5,2.4,6.8,4.7,5.9,3.4,10.6,11.7,0,3,1,1,1,1,1,0,0
124,2.8,0.6,1.3,2.3,0.0,0.0,0.9,1.8,7.0,4.1,6.5,2.5,9.6,11.4,1,5,1,0,1,1,1,1,1
125,1.9,0.8,0.5,1.6,0.1,0.0,1.8,1.3,5.9,5.3,6.2,3.6,11.1,10.4,1,1,1,0,1,0,0,0,0
126,1.4,0.9,1.9,2.3,0.1,0.0,2.0,2.0,5.8,3.3,4.2,3.2,12.3,9.9,1,7,1,1,1,1,1,1,1
127,3.2,1.3,0.9,1.3,0.1,0.0,1.0,2.8,7.3,4.2,6.2,3.6,9.1,11.5,1,3,-1,1,1,1,1,0,0
128,1.4,1.2,1.3,1.5,0.0,0.0,2.6,1.4,2.6,3.7,3.7,3.3,12.0,9.7,0,4,-1,1,1,1,1,1,0
129,1.0,1.8,1.1,1.7,0.2,0.0,2.4,1.4,5.3,4.7,3.9,5.1,11.9,11.5,0,5,1,1,1,1,1,1,1
130,0.8,1.5,1.4,2.2,0.1,0.0,1.9,1.6,5.3,3.6,4.7,3.8,9.8,10.6,0,2,1,0,1,1,0,0,0
131,1.1,1.8,1.0,0.9,0.1,0.0,2.0,1.8,6.2,4.7,4.1,4.3,10.3,10.0,0,1,0,0,1,0,0,0,0
132,1.7,1.2,1.1,1.7,0.0,0.0,1.9,2.3,4.8,4.3,4.6,5.1,10.1,11.2,1,4,-1,1,1,1,1,1,0
133,1.0,1.7,1.9,1.0,0.0,0.0,1.4,1.5,4.6,6.1,4.2,4.6,10.5,10.4,0,5,0,1,1,1,1,1,1
134,1.4,1.0,1.3,1.4,0.0,0.1,1.0,2.4,5.6,4.5,4.1,3.6,8.6,12.0,0,3,-1,1,1,1,1,0,0
135,1.9,1.5,1.3,1.6,0.1,0.0,2.2,1.5,6.2,5.6,6.1,5.3,11.9,10.7,0,3,-1,1,1,1,1,0,0
136,3.2,1.2,0.9,1.5,0.1,0.0,1.0,1.4,7.3,3.7,6.2,3.3,9.1,9.7,0,3,1,1,1,1,1,0,0
137,1.1,0.9,1.5,1.6,0.0,0.1,1.6,2.2,4.3,3.9,3.8,3.3,10.7,11.1,1,3,-1,0,1,1,1,0,0
138,2.4,0.9,0.9,1.9,0.1,0.0,1.5,2.5,6.8,3.6,5.9,3.3,10.6,12.1,1,4,-1,1,1,1,1,1,0
139,1.4,1.0,1.3,1.4,0.0,0.1,2.6,2.4,2.6,4.5,3.7,3.6,12.0,12.0,1,1,-1,0,1,0,0,0,0
140,1.9,1.2,1.3,2.2,0.1,0.1,2.2,2.4,6.2,4.7,6.1,3.4,11.9,11.7,1,7,1,1,1,1,1,1,1
141,1.4,1.5,1.3,2.2,0.0,0.0,1.0,1.6,5.6,3.6,4.1,3.8,8.6,10.6,0,2,-1,0,1,1,0,0,0
142,1.9,0.9,0.7,1.5,0.1,0.1,1.5,2.1,8.2,4.8,5.8,4.3,10.9,10.6,1,1,-1,0,1,0,0,0,0
143,1.0,1.8,1.1,0.9,0.2,0.0,2.4,1.8,5.3,4.7,3.9,4.3,11.9,10.0,0,2,0,0,1,1,0,0,0
144,1.9,0.9,1.1,1.3,0.0,0.1,1.7,2.3,7.5,3.9,7.1,3.3,10.9,11.9,0,3,1,1,1,1,1,0,0
145,1.6,1.2,1.5,1.7,0.1,0.0,1.4,2.3,5.6,4.3,4.3,5.1,10.2,11.2,0,3,1,1,1,1,1,0,0
146,1.8,1.7,0.9,2.0,0.1,0.1,1.5,1.8,4.9,4.5,5.2,4.5,8.9,10.3,0,4,1,1,1,1,1,1,0
147,1.1,1.3,1.2,1.3,0.1,0.0,1.7,2.8,5.3,4.2,3.5,3.6,11.5,11.5,0,3,-1,0,1,1,1,0,0
148,0.8,0.6,1.4,2.0,0.1,0.1,1.9,2.0,5.3,4.5,4.7,2.6,9.8,12.5,0,3,-1,1,1,1,1,0,0
149,1.2,1.7,1.4,1.0,0.1,0.0,1.4,1.5,3.5,6.1,4.2,4.6,11.0,10.4,0,3,0,0,1,1,1,0,0
150,1.0,1.8,1.9,1.7,0.0,0.0,1.4,1.4,4.6,4.7,4.2,5.1,10.5,11.5,0,4,-1,1,1,1,1,1,0
151,1.7,1.5,1.1,1.6,0.0,0.0,1.9,1.5,4.8,5.6,4.6,5.3,10.1,10.7,0,4,-1,1,1,1,1,1,0
152,2.8,0.8,1.3,1.6,0.0,0.0,0.9,1.3,7.0,5.3,6.5,3.6,9.6,10.4,1,4,1,1,1,1,1,1,0
153,1.1,0.9,1.0,2.3,0.1,0.0,2.0,2.0,6.2,3.3,4.1,3.2,10.3,9.9,1,2,1,0,1,1,0,0,0
154,1.9,0.6,0.5,2.3,0.1,0.0,1.8,1.8,5.9,4.1,6.2,2.5,11.1,11.4,1,3,1,0,1,1,1,0,0
155,1.4,1.8,1.9,0.8,0.1,0.0,2.0,1.3,5.8,5.4,4.2,5.3,12.3,9.2,0,4,-1,1,1,1,1,1,0
156,1.4,1.2,1.3,1.5,0.0,0.0,1.0,1.4,5.6,3.7,4.1,3.3,8.6,9.7,0,2,-1,0,1,1,0,0,0
157,2.4,1.5,0.9,2.2,0.1,0.0,1.5,1.6,6.8,3.6,5.9,3.8,10.6,10.6,1,3,-1,1,1,1,1,0,0
158,1.0,1.2,1.1,1.7,0.2,0.0,2.4,2.3,5.3,4.3,3.9,5.1,11.9,11.2,0,1,1,0,1,0,0,0,0
159,1.1,1.0,1.5,1.4,0.0,0.1,1.6,2.4,4.3,4.5,3.8,3.6,10.7,12.0,0,2,-1,0,1,1,0,0,0
160,1.6,0.9,1.5,1.9,0.1,0.0,1.4,2.5,5.6,3.6,4.3,3.3,10.2,12.1,1,3,-1,1,1,1,1,0,0
161,3.2,0.9,0.9,1.6,0.1,0.1,1.0,2.2,7.3,3.9,6.2,3.3,9.1,11.1,0,2,-1,1,1,1,0,0,0
162,1.9,1.2,0.7,2.2,0.1,0.1,1.5,2.4,8.2,4.7,5.8,3.4,10.9,11.7,0,0,1,0,0,0,0,0,0
163,1.9,1.8,1.1,0.9,0.0,0.0,1.7,1.8,7.5,4.7,7.1,4.3,10.9,10.0,0,6,1,1,1,1,1,1,1
164,1.9,0.9,1.3,1.3,0.1,0.1,2.2,2.3,6.2,3.9,6.1,3.3,11.9,11.9,0,2,-1,0,1,1,0,0,0
165,1.4,0.9,1.3,1.5,0.0,0.1,2.6,2.1,2.6,4.8,3.7,4.3,12.0,10.6,0,2,-1,1,1,1,0,0,0
166,1.8,1.5,0.9,1.6,0.1,0.0,1.5,1.5,4.9,5.6,5.2,5.3,8.9,10.7,1,4,1,1,1,1,1,1,0
167,2.8,1.7,1.3,1.0,0.0,0.0,0.9,1.5,7.0,6.1,6.5,4.6,9.6,10.4,0,0,0,0,0,0,0,0,0
168,0.8,1.8,1.4,1.7,0.1,0.0,1.9,1.4,5.3,4.7,4.7,5.1,9.8,11.5,0,5,-1,1,1,1,1,1,1
169,1.2,1.3,1.4,1.3,0.1,0.0,1.4,2.8,3.5,4.2,4.2,3.6,11.0,11.5,0,1,-1,0,1,0,0,0,0
170,1.9,0.9,0.5,2.3,0.1,0.0,1.8,2.0,5.9,3.3,6.2,3.2,11.1,9.9,1,3,1,0,1,1,1,0,0
171,1.0,0.6,1.9,2.3,0.0,0.0,1.4,1.8,4.6,4.1,4.2,2.5,10.5,11.4,0,1,-1,0,1,0,0,0,0
172,1.4,0.8,1.9,1.6,0.1,0.0,2.0,1.3,5.8,5.3,4.2,3.6,12.3,10.4,0,4,-1,1,1,1,1,1,0
173,1.7,0.6,1.1,2.0,0.0,0.1,1.9,2.0,4.8,4.5,4.6,2.6,10.1,12.5,0,2,1,1,1,1,0,0,0
174,1.1,1.7,1.2,2.0,0.1,0.1,1.7,1.8,5.3,4.5,3.5,4.5,11.5,10.3,0,4,1,0,1,1,1,1,0
175,1.1,1.8,1.0,0.8,0.1,0.0,2.0,1.3,6.2,5.4,4.1,5.3,10.3,9.2,0,1,-1,0,1,0,0,0,0
176,1.6,0.9,1.5,1.5,0.1,0.1,1.4,2.1,5.6,4.8,4.3,4.3,10.2,10.6,1,3,1,1,1,1,1,0,0
177,1.7,1.2,1.1,2.2,0.0,0.1,1.9,2.4,4.8,4.7,4.6,3.4,10.1,11.7,1,3,1,1,1,1,1,0,0
178,1.9,1.8,0.5,0.8,0.1,0.0,1.8,1.3,5.9,5.4,6.2,5.3,11.1,9.2,1,3,-1,1,1,1,1,0,0
179,1.9,1.5,1.1,1.6,0.0,0.0,1.7,1.5,7.5,5.6,7.1,5.3,10.9,10.7,1,3,-1,0,1,1,1,0,0
180,0.8,0.9,1.4,1.9,0.1,0.0,1.9,2.5,5.3,3.6,4.7,3.3,9.8,12.1,0,3,0,1,1,1,1,0,0
