,LocalFavor,VisitFavor,LocalContra,VisitContra,LocalRoja,VisitRoja,LocalAmarilla,VisitAmarilla,LocalCorner,VisitCorner,LocalTiros,VisitTiros,LocalFaltas,VisitFaltas,Resultado,FTG,Corner10,Ambos,UO_0.5,UO_1.5,UO_2.5,UO_3.5,UO_4.5
360,2.6,1.3,1.2,1.8,0.1,0.1,1.7,2.8,5.9,3.8,6.5,5.0,9.8,10.3,0,2,1,1,1,1,0,0,0
361,2.0,1.2,1.4,1.8,0.1,0.3,2.1,2.3,7.2,3.9,6.4,3.6,10.9,12.1,1,3,1,1,1,1,1,0,0
362,1.6,1.3,1.5,2.5,0.1,0.0,1.9,1.8,4.7,4.1,4.5,3.0,10.2,11.7,1,4,1,1,1,1,1,1,0
363,1.4,1.1,1.6,1.7,0.1,0.1,2.6,1.7,5.2,3.9,4.4,3.8,12.4,12.0,0,4,1,1,1,1,1,1,0
364,1.4,1.7,1.6,1.9,0.1,0.1,1.5,3.1,4.3,4.6,3.9,4.8,10.7,12.8,0,5,1,1,1,1,1,1,1
365,1.6,2.3,1.5,0.7,0.0,0.1,1.9,1.5,7.8,6.7,6.1,5.3,9.6,10.3,0,1,1,0,1,0,0,0,0
366,2.5,1.9,1.5,1.3,0.1,0.2,2.5,2.1,6.0,6.5,5.5,5.4,11.2,12.3,0,6,-1,1,1,1,1,1,1
367,2.0,2.4,1.4,0.9,0.1,0.0,2.1,1.5,7.2,6.7,6.4,7.8,10.9,7.3,0,2,1,0,1,1,0,0,0
368,1.6,1.7,1.4,1.9,0.1,0.1,1.9,3.1,7.1,4.6,5.9,4.8,11.5,12.8,0,3,0,1,1,1,1,0,0
369,1.6,1.9,1.5,2.1,0.0,0.0,1.9,2.3,7.8,4.3,6.1,4.7,9.6,10.4,1,5,1,1,1,1,1,1,1
370,2.5,0.9,0.8,1.7,0.1,0.1,1.8,2.4,6.8,4.6,6.7,3.5,10.3,13.0,1,3,-1,1,1,1,1,0,0
371,1.5,1.9,1.8,2.1,0.1,0.0,1.9,2.3,4.8,4.3,4.5,4.7,9.1,10.4,0,6,-1,1,1,1,1,1,1
372,1.6,1.4,1.4,1.6,0.1,0.1,1.9,2.3,7.1,4.1,5.9,4.1,11.5,11.3,0,2,1,0,1,1,0,0,0
373,1.0,1.2,2.3,1.9,0.1,0.1,1.4,2.5,5.6,3.5,3.8,3.8,10.4,11.8,0,3,-1,1,1,1,1,0,0
374,2.3,1.4,1.4,2.1,0.1,0.1,2.4,2.3,6.1,5.4,6.5,4.6,10.6,13.3,1,3,1,1,1,1,1,0,0
375,1.9,1.5,1.4,1.7,0.1,0.1,1.9,2.4,5.4,6.3,5.1,4.5,12.0,10.6,1,5,-1,0,1,1,1,1,1
376,2.6,1.3,0.9,1.8,0.1,0.1,1.4,2.6,8.6,3.1,9.2,3.9,12.0,12.7,1,2,1,0,1,1,0,0,0
377,1.5,1.3,1.9,1.9,0.0,0.1,1.9,2.2,6.6,5.3,4.4,4.9,11.6,10.7,0,6,-1,1,1,1,1,1,1
378,2.7,1.5,0.8,2.4,0.1,0.1,1.2,2.1,8.2,4.2,6.8,3.4,7.8,10.4,1,4,1,1,1,1,1,1,0
379,1.0,1.9,3.0,1.8,0.2,0.1,2.5,2.5,4.1,5.2,3.8,4.9,11.0,11.5,0,3,-1,0,1,1,1,0,0
